Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,Ticker,Exchange,Stock Delisted
Zeitgold,False,Berlin,Finance,75.0,7/27/2020,https://layoffs.fyi/2020/08/04/bookkeeping-startup-zeitgold-lays-off-75-employees-and-pivots-to-tax-prep-software/,60.18,Series B,Germany,0.72,,,
Perkbox,False,London,HR,,7/27/2020,https://layoffs.fyi/2020/07/27/hr-tech-startup-perkbox-launches-talent-directory-following-layoff/,29.7,Unknown,United Kingdom,,,,
Checkr,True,SF Bay Area,HR,64.0,7/23/2020,https://layoffs.fyi/2020/07/28/checkr-lays-off-64-employees/,309.0,Series D,United States,0.12,,,
Sorabel,False,Jakarta,Retail,,7/23/2020,https://e27.co/indonesian-e-commerce-platform-sorabel-to-shut-down-by-end-of-july-20200723/,27.0,Series B,Indonesia,1.0,,,
LinkedIn,True,SF Bay Area,Recruiting,960.0,7/21/2020,https://layoffs.fyi/2020/08/04/linkedin-launches-official-talent-directory-after-laying-off-960-employees/,154.0,Acquired,United States,0.06,,,
Lighter Capital,True,Seattle,Finance,22.0,7/20/2020,https://www.geekwire.com/2020/seattle-based-alternative-vc-firm-lighter-capital-lays-off-employees/,15.0,Series B,United States,0.49,,,
Curefit,False,Bengaluru,Fitness,120.0,7/17/2020,https://tech.economictimes.indiatimes.com/news/internet/curefit-cuts-jobs-furloughs-600-staff-in-second-round-of-layoffs-as-business-suffers-amid-lockdown/77013891,404.6,Series D,India,,,,
Snaptravel,False,Toronto,Travel,,7/16/2020,https://www.fastcompany.com/90528345/how-this-travel-startup-became-profitable-during-the-pandemic,22.4,Series A,Canada,,,,
Optimizely,True,SF Bay Area,Marketing,60.0,7/15/2020,https://techcrunch.com/2020/07/15/benchmark-backed-optimizely-confirms-it-has-laid-off-15-percent-of-staff/,251.2,Series D,United States,0.15,,,
Skyscanner,False,Edinburgh,Travel,300.0,7/14/2020,https://layoffs.fyi/2020/08/12/skyscanner-launches-talent-directory-after-laying-off-300-employees/,197.2,Acquired,United Kingdom,0.2,,,
Vox Media,True,Washington D.C.,Media,,7/14/2020,https://www.cnbc.com/2020/07/14/vox-media-preparing-round-of-layoffs-due-to-coronavirus-business-impact.html,307.6,Series F,United States,,,,
Yelp,True,SF Bay Area,Consumer,63.0,7/13/2020,https://www.cnbc.com/2020/07/13/yelp-will-bring-back-most-of-its-1100-furloughed-employees-next-month.html,56.0,Post-IPO,United States,,YELP,NYSE,False
Bizongo,False,Mumbai,Logistics,140.0,7/10/2020,https://www.startupnews.fyi/post/bizongo-lays-off-140-employees-to-cut-costs,70.0,Series C,India,,,,
Zilingo,False,Singapore,Retail,100.0,7/9/2020,https://zilingotrade.com/en-th/blog/BLGCOMPANYANNOUNCEMENT,307.0,Series D,Singapore,0.12,,,
PaySense,False,Mumbai,Finance,40.0,7/9/2020,https://tech.economictimes.indiatimes.com/news/startups/naspers-owned-payu-lays-off-staff-at-credit-lending-unit-paysense/76872229,25.6,Acquired,India,,,,
Funding Circle,False,London,Finance,85.0,7/8/2020,https://www.altfi.com/article/6790_funding-circle-joins-bounce-back-loan-scheme-as-it-cuts-us-headcount-by-85,746.0,Post-IPO,United States,,FCH.L,LSE,False
OnDeck,True,New York City,Finance,,7/8/2020,https://debanked.com/2020/07/layoffs-at-ondeck/,1200.0,Post-IPO,United States,,ENVA,NYSE,False
The Wing,True,New York City,Real Estate,56.0,7/1/2020,https://commercialobserver.com/2020/07/the-wing-lays-off-another-56-employees/,117.0,Series C,United States,,,,
Sharethrough,True,SF Bay Area,Marketing,18.0,7/1/2020,https://blog.sharethrough.com/post/adapting-to-covid-19-evolving-to-a-unified-revenue-team-at-sharethrough,38.0,Series D,United States,,,,
Kongregate,True,SF Bay Area,Media,12.0,7/1/2020,https://www.forbes.com/sites/lizlanier/2020/07/01/kongregate-shift-in-focus-brings-layoffs-closes-portal-to-new-games/#148558087323,19.0,Series C,United States,,,,
Havenly,True,Denver,Consumer,5.0,7/1/2020,https://businessden.com/2020/07/01/havenly-begins-to-rehire-after-pandemic-cuts-wont-reopen-retail-locations/,57.8,Series C,United States,,,,
G2,True,Chicago,Marketing,17.0,6/30/2020,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-g2-as-the-tech-company-cuts-costs-during-covid/,100.8,Series C,United States,0.05,,,
Hired,True,SF Bay Area,Recruiting,,6/30/2020,https://www.bizjournals.com/sanfrancisco/news/2020/07/08/ppp-loan-startups-laid-off-employees-bay-area-sf.html,132.0,Series D,United States,,,,
Katerra,True,SF Bay Area,Construction,400.0,6/29/2020,https://www.theinformation.com/articles/softbank-backed-katerra-lays-off-more-than-400-employees,1300.0,Series E,United States,0.07,,,
Bounce,False,Bengaluru,Transportation,130.0,6/29/2020,https://inc42.com/buzz/bounce-lays-off-130-employees-as-covid-19-impact-hits-mobility-startup/,214.2,Series D,India,0.22,,,
Argo AI,False,Munich,Transportation,100.0,6/29/2020,https://www.theinformation.com/briefings/58401b,3600.0,Unknown,Germany,,,,
Bossa Nova,True,SF Bay Area,Retail,61.0,6/29/2020,https://www.post-gazette.com/business/tech-news/2020/06/29/Bossa-Nova-Robotics-autonomous-robots-layoffs-furloughs-terminations/stories/202006290098,101.6,Unknown,United States,,,,
New Relic,True,Portland,Infrastructure,20.0,6/29/2020,https://www.bizjournals.com/portland/news/2020/06/29/layoffs-at-new-relic-as-company-combines-2-enginee.html,214.5,Post-IPO,United States,,,,
Engine eCommerce,True,Fayetteville,Retail,,6/28/2020,https://talkbusiness.net/2020/06/after-raising-millions-fayetteville-startup-headed-by-john-james-goes-dark/,4.0,Unknown,United States,1.0,,,
Byton,True,SF Bay Area,Transportation,,6/27/2020,https://www.chinatechnews.com/2020/06/27/26636-byton-us-office-to-cut-staff-by-end-of-june,1200.0,Series C,United States,,,,
Sprinklr,True,New York City,Support,,6/25/2020,https://layoffs.fyi/2020/06/26/official-sprinklr-layoff-list-surfaces/,228.0,Series F,United States,,CXM,NYSE,False
GoDaddy,True,Austin,Marketing,451.0,6/24/2020,https://domainnamewire.com/2020/06/24/godaddy-plans-layoffs-and-is-closing-austin-offices/,,Post-IPO,United States,0.06,GDDY,NYSE,False
Sonos,True,New York City,Consumer,174.0,6/24/2020,https://www.cnbc.com/2020/06/24/sonos-says-its-cutting-12percent-of-global-employees-because-of-covid-19.html,455.2,Post-IPO,United States,0.12,SONO,NASDAQ,False
OYO,True,Dallas,Travel,,6/24/2020,https://skift.com/2020/06/25/oyo-will-lay-off-most-of-its-furloughed-u-s-employees/,3200.0,Series F,United States,,,,
Gojek,False,Jakarta,Transportation,430.0,6/23/2020,https://layoffs.fyi/2020/08/06/gojek-creates-talent-directory-following-430-person-layoff/,4800.0,Series F,Indonesia,0.09,,,
ScaleFactor,True,Austin,Finance,90.0,6/23/2020,https://www.forbes.com/sites/davidjeans/2020/06/23/scalefactor-fintech-startup-shuts-down-bessemer-coatue-canaan/#2bef45cf4901,103.0,Series C,United States,0.9,,,
Dark,True,SF Bay Area,Product,6.0,6/23/2020,https://layoffs.fyi/2020/06/29/programming-service-dark-releases-layoff-list/,3.0,Seed,United States,1.0,,,
Intuit,True,SF Bay Area,Finance,715.0,6/22/2020,https://intuitblog.com/news-social/a-message-from-intuit-ceo-sasan-goodarzi-to-intuit-employees/,18.0,Post-IPO,United States,0.07,ISRG,NASDAQ,False
WeWork,False,London,Real Estate,200.0,6/19/2020,https://www.wired.co.uk/article/wework-redundancies-uk-restructure,19500.0,Series H,United Kingdom,,WEWKQ,OTCMKTS,True
Atlas Obscura,True,New York City,Media,15.0,6/18/2020,https://www.poynter.org/?locally=atlas-obscura-laid-off-15-including-five-in-editorial-the-company-confirmed-to-poynter,32.0,Series B,United States,,,,
Navi,False,Bengaluru,Finance,40.0,6/17/2020,https://inc42.com/buzz/sachin-bansals-navi-general-insurance-lays-off-40-employees/,582.0,Private Equity,India,0.25,,,
PaisaBazaar,False,Gurugram,Finance,1500.0,6/16/2020,https://thetechportal.com/2020/06/16/policybazaar-paisabazaar-lay-offs/,496.0,Series G,India,0.5,,,
Grab,False,Singapore,Transportation,360.0,6/16/2020,https://layoffs.fyi/2020/06/24/official-grab-layoff-list-released-following-360-person-layoff/,9900.0,Series I,Singapore,0.05,GRAB,NASDAQ,False
Splunk,True,SF Bay Area,Data,70.0,6/16/2020,https://www.bloomberg.com/news/articles/2020-06-17/splunk-joins-tech-s-belt-tightening-with-plan-to-shed-staff,40.0,Post-IPO,United States,0.01,SPLK,NASDAQ,True
Redox,True,Madison,Healthcare,44.0,6/16/2020,https://theredoxpodcast.podbean.com/e/22-layoffs/,50.0,Series C,United States,0.25,,,
Conga,True,Denver,Data,,6/15/2020,https://layoffs.fyi/2020/06/23/conga-lays-off-11-following-merger-with-apptus/,117.0,Acquired,United States,0.11,,,
Stockwell AI,True,SF Bay Area,Retail,,6/15/2020,https://layoffs.fyi/2020/06/18/stockwell-ai-is-shutting-down-on-july-1/,10.0,Series B,United States,1.0,,,
Uber,False,Amsterdam,Transportation,225.0,6/12/2020,https://www.dutchnews.nl/news/2020/06/uber-cuts-amsterdam-workforce-by-15-some-200-jobs-to-go/,24700.0,Post-IPO,Netherlands,0.25,UBER,NYSE,False
SynapseFI,True,SF Bay Area,Finance,63.0,6/12/2020,https://www.forbes.com/sites/jeffkauflin/2020/06/15/fintech-startup-synapse-lays-off-nearly-50-of-full-time-staff/#6a6f57b0300e,50.0,Series B,United States,0.48,,,
ScaleFocus,False,Sofia,Infrastructure,120.0,6/11/2020,https://seenews.com/news/bulgarias-scalefocus-lays-off-10-of-workforce-report-702279,,Unknown,Bulgaria,0.1,,,
Branch,True,New York City,Retail,3.0,6/11/2020,https://techcrunch.com/2020/06/11/covid-19-nearly-killed-this-office-furniture-startup-turning-to-home-offices-may-save-it/,2.0,Seed,United States,0.27,,,
Her Campus Media,True,Boston,Media,10.0,6/10/2020,https://www.weny.com/story/42228087/college-life-will-never-be-the-same-this-media-company-is-documenting-the-change,,Unknown,United States,0.18,,,
Integrate.ai,False,Toronto,Support,26.0,6/9/2020,https://integrate.ai/blog/integrateai-restructuring-in-response-to-new-market-realities,39.6,Unknown,Canada,,,,
The Athletic,True,SF Bay Area,Media,46.0,6/5/2020,https://www.axios.com/the-athletic-layoffs-pay-cuts-fa15a80d-47b7-46a5-a08f-3e7eba558f30.html,139.0,Series D,United States,0.08,,,
Ethos Life,True,SF Bay Area,Finance,18.0,6/5/2020,https://coverager.com/layoffs-at-ethos/,106.0,Series C,United States,0.14,,,
Lastline,True,SF Bay Area,Security,50.0,6/4/2020,https://techcrunch.com/2020/06/04/vmware-lastline-staff-cuts/,52.0,Series C,United States,0.4,,,
Builder,True,Los Angeles,Product,39.0,6/4/2020,https://www.businessinsider.com/engineerai-builderai-layoffs-14-percent-staff-2020-6,29.0,Series A,United States,0.14,,,
Outdoorsy,True,SF Bay Area,Transportation,,6/4/2020,https://techcrunch.com/2020/06/04/as-americans-look-to-escape-this-peer-to-peer-rv-rental-startup-is-happy-to-accommodate-them/,75.0,Series C,United States,,,,
Monzo,False,London,Finance,120.0,6/3/2020,https://layoffs.fyi/2020/07/21/monzo-launches-layoff-list-amid-multiple-rounds-of-layoffs/,324.0,Series F,United Kingdom,0.08,,,
Kitty Hawk,True,SF Bay Area,Aerospace,70.0,6/3/2020,https://techcrunch.com/2020/06/03/kitty-hawk-ends-flyer-program-shifts-focus-to-once-secret-autonomous-aircraft/,1.0,Unknown,United States,,,,
SpotHero,True,Chicago,Transportation,40.0,6/3/2020,https://www.americaninno.com/chicago/inno-news-chicago/spothero-cuts-40-employees-in-second-round-of-pandemic-related-layoffs/,117.0,Series D,United States,0.21,,,
Credit Sesame,True,SF Bay Area,Finance,22.0,6/3/2020,https://www.businessinsider.com/credit-sesame-layoffs-credit-business-trouble-2020-6,120.0,Series F,United States,0.14,,,
Circ,False,Berlin,Transportation,100.0,6/2/2020,https://techcrunch.com/2020/06/02/bird-shuts-down-circ-operations-in-middle-east-scraps-as-many-as-10000-scooters/,55.0,Acquired,Germany,,,,
Rivian,True,Detroit,Transportation,40.0,6/2/2020,https://www.theverge.com/2020/6/2/21278019/rivian-layoffs-new-chief-operating-officer-harley-davidson,3100.0,Private Equity,United States,0.02,RIVN,NASDAQ,False
Fundbox,True,SF Bay Area,Finance,14.0,6/2/2020,https://www.geektime.com/following-layoffs-management-pay-cuts-fundbox-raises-another-20-million/,453.0,Series C,United States,0.15,,,
Descartes Labs,True,Santa Fe,Data,12.0,6/2/2020,https://www.santafenewmexican.com/news/local_news/descartes-labs-seeks-750-000-state-loan-to-make-lease-payments/article_b0f7eeaa-a4e6-11ea-8b9a-f34e580504e1.html,58.0,Series B,United States,0.16,,,
MakerBot,True,New York City,Consumer,12.0,6/2/2020,Internal memo,10.0,Acquired,United States,,,,
Stitch Fix,True,SF Bay Area,Retail,1400.0,6/1/2020,https://www.cnbc.com/2020/06/01/stitch-fix-is-laying-off-1400-in-california-18percent-of-workforce.html,79.0,Post-IPO,United States,0.18,SFIX,NASDAQ,False
MakeMyTrip,False,Gurugram,Travel,350.0,6/1/2020,https://www.livemint.com/companies/news/covid-19-lockdown-makemytrip-to-lay-off-10-of-its-workforce-as-revenues-hit-11591008074698.html,548.0,Post-IPO,India,0.1,MMYT,NASDAQ,False
CrowdStreet,True,Portland,Real Estate,24.0,6/1/2020,https://www.oregonlive.com/silicon-forest/2020/06/crowdstreet-portland-real-estate-funding-startup-lays-off-a-fifth-of-its-staff.html,24.0,Series C,United States,0.22,,,
Brex,True,SF Bay Area,Finance,62.0,5/29/2020,https://layoffs.fyi/2020/06/01/brex-laid-off-62-employees-to-prioritize-building-over-growing/,732.0,Series C,United States,0.15,,,
Loftium,True,Seattle,Real Estate,32.0,5/29/2020,https://www.seattletimes.com/business/real-estate/seattle-based-airbnb-rental-startup-loftium-misses-its-own-rent-payments-slashes-staff-as-coronavirus-undercuts-business/,17.0,Series A,United States,0.6,,,
BookMyShow,False,Mumbai,Consumer,270.0,5/28/2020,https://www.cnbctv18.com/business/270-bookmyshow-employees-either-laid-off-or-furloughed-18-of-total-workforce-impacted-worldwide-6022801.htm,224.0,Unknown,India,0.18,,,
TrueCar,True,Los Angeles,Transportation,219.0,5/28/2020,https://labusinessjournal.com/news/2020/jun/01/Truecar-lays-30-staff/,340.0,Post-IPO,United States,0.3,TRUE,NASDAQ,False
StubHub,True,SF Bay Area,Consumer,200.0,5/28/2020,https://layoffs.fyi/2020/06/22/stubhub-shifts-200-of-its-furloughed-employees-into-permanent-layoffs-2/,19.0,Acquired,United States,,,,
Culture Amp,False,Melbourne,HR,36.0,5/28/2020,https://www.smh.com.au/business/small-business/tech-unicorn-culture-amp-lays-off-staff-as-growth-halves-20200528-p54x9d.html,157.0,Series E,Australia,0.08,,,
The Sill,True,New York City,Retail,20.0,5/28/2020,https://www.inc.com/emily-canal/the-sill-houseplants-sales-flourish-coronavirus-pandemic.html,7.0,Series A,United States,0.25,,,
Instructure,True,Salt Lake City,Education,150.0,5/27/2020,https://philonedtech.com/instructure-restructure-significant-layoffs-hitting-canvas-side-of-the-business/,89.0,Acquired,United States,0.12,,,
Ebanx,False,Curitiba,Finance,62.0,5/27/2020,https://exame.com/pme/comeca-uma-era-mais-pe-no-chao-para-as-startups-diz-fundador-do-ebanx/,30.0,Unknown,Brazil,0.08,,,
Uber,True,Bengaluru,Transportation,600.0,5/26/2020,https://www.reuters.com/article/us-india-uber-layoffs/uber-cuts-600-jobs-in-india-as-lockdown-hits-business-idUSKBN2320S3,24700.0,Post-IPO,India,0.23,UBER,NYSE,False
Bluprint,True,Denver,Education,137.0,5/26/2020,https://businessden.com/2020/05/27/nbcuniversal-shutting-down-bluprint-formerly-known-as-craftsy/,108.0,Acquired,United States,1.0,,,
Acorns,True,Portland,Finance,50.0,5/26/2020,https://techcrunch.com/2020/05/29/amid-unprecedented-growth-on-its-platform-acorns-cuts-roles-and-shuts-down-an-office/,207.0,Unknown,United States,,,,
CarDekho,False,Gurugram,Transportation,200.0,5/25/2020,https://entrackr.com/2020/05/exclusive-cardekho-lays-off-200-employees-goes-for-pay-cuts/,247.0,Series D,India,,,,
Teamwork,False,Cork,Other,21.0,5/22/2020,https://www.thecurrency.news/articles/17754/not-the-time-for-venture-capital-teamwork-rules-out-raising-vc-money-as-tech-valuations-fall,,Unknown,Ireland,,,,
Cvent,True,Washington D.C.,Marketing,400.0,5/21/2020,https://www.eventmanagerblog.com/cvent-layoffs,146.0,Acquired,United States,0.1,,,
PickYourTrail,False,Chennai,Travel,70.0,5/21/2020,https://www.cnbctv18.com/travel/pickyourtrail-realigns-business-will-enter-domestic-travel-market-5968711.htm,3.0,Series A,India,0.35,,,
Glitch,True,New York City,Product,18.0,5/21/2020,https://www.theverge.com/2020/5/22/21268007/glitch-layoffs-substantial-number-coding-platform-union,30.0,Series A,United States,0.36,,,
Kapten / Free Now,False,Paris,Transportation,,5/21/2020,https://layoffs.fyi/2020/07/22/french-ride-hailing-startup-kapten-releases-layoff-list/,100.0,Acquired,France,,,,
Ola,False,Bengaluru,Transportation,1400.0,5/20/2020,https://techcrunch.com/2020/05/20/indian-ride-hailing-firm-ola-cuts-1400-jobs/,3800.0,Series J,India,0.35,,,
Samsara,True,SF Bay Area,Logistics,300.0,5/20/2020,https://layoffs.fyi/2020/05/21/samsara-lays-off-300-employees-launches-public-alumni-directory/,530.0,Series F,United States,0.18,,,
Stay Alfred,True,Spokane,Travel,221.0,5/20/2020,https://www.spokanejournal.com/local-news/stay-alfred-closes-its-doors-permanently/,62.0,Series B,United States,1.0,,,
SoFi,True,SF Bay Area,Finance,112.0,5/20/2020,https://www.businessinsider.com/sofi-cut-7-percent-staff-quarterely-performance-reviews-2020-5,2500.0,Private Equity,United States,0.07,SOFI,NASDAQ,False
ShareChat,False,Bengaluru,Marketing,101.0,5/20/2020,https://economictimes.indiatimes.com/small-biz/startups/newsbuzz/sharechat-lays-off-101-employees-as-advertising-market-tanks/articleshow/75838995.cms,222.0,Series D,India,0.25,,,
Intercom,True,SF Bay Area,Support,39.0,5/20/2020,https://layoffs.fyi/2020/07/09/intercom-creates-official-layoff-list-after-laying-off-39/,240.0,Series D,United States,0.06,,,
Livspace,False,Bengaluru,Retail,450.0,5/19/2020,https://tech.economictimes.indiatimes.com/news/startups/livspace-lays-off-450-employees-as-lockdown-hurts-operations/75823519,157.0,Series D,India,0.15,,,
Pollen,False,London,Travel,69.0,5/19/2020,https://techcrunch.com/2020/05/19/pollen-layoffs-and-furloughs/,88.0,Series B,United Kingdom,0.31,,,
Dotscience,False,London,Product,10.0,5/19/2020,https://layoffs.fyi/2020/05/22/devops-startup-dotscience-shuts-down/,,Unknown,United Kingdom,1.0,,,
Divvy,True,Salt Lake City,Finance,,5/19/2020,LinkedIn,252.0,Series C,United States,,,,
Uber,True,SF Bay Area,Transportation,3000.0,5/18/2020,https://layoffs.fyi/2020/05/18/uber-lays-off-3000-more-employees-on-top-of-the-3700-laid-off-earlier-this-month/,24700.0,Post-IPO,United States,0.13,UBER,NYSE,False
Agoda,False,Singapore,Travel,1500.0,5/18/2020,https://layoffs.fyi/2020/05/24/agoda-laid-off-1500-employees-launches-public-alumni-directory/,,Acquired,Singapore,0.25,,,
Swiggy,False,Bengaluru,Food,1100.0,5/18/2020,https://www.nytimes.com/reuters/2020/05/18/technology/18reuters-india-swiggy-layoffs.html,1600.0,Series I,India,0.14,,,
WeWork,False,New Delhi,Real Estate,100.0,5/18/2020,https://www.newindianexpress.com/business/2020/may/18/tough-step-needed-for-sustainable-structure-wework-india-lays-off-20-per-cent-staff-amid-covid-19-2144959.html,19500.0,Series H,India,0.2,WEWKQ,OTCMKTS,True
Rubrik,True,SF Bay Area,Infrastructure,57.0,5/18/2020,https://www.bizjournals.com/sanfrancisco/news/2020/04/16/exclusive-a-comprehensive-guide-to-locallayoffs.html,553.0,Series E,United States,,,,
Intapp,True,SF Bay Area,Legal,45.0,5/18/2020,https://news.bloomberglaw.com/us-law-week/intapp-cuts-5-of-workforce-due-to-coronavirus-crisis,,Private Equity,United States,0.05,,,
Checkmarx,False,Tel Aviv,Security,,5/18/2020,"https://www.calcalistech.com/ctech/articles/0,7340,L-3824253,00.html",92.0,Acquired,Israel,,,,
Datera,True,SF Bay Area,Infrastructure,,5/18/2020,https://blocksandfiles.com/2020/05/18/datera-funding-round-layoffs/,63.0,Series C,United States,0.1,,,
Magicbricks,False,Noida,Real Estate,250.0,5/17/2020,https://www.livemint.com/companies/start-ups/job-losses-mount-in-small-startups-unicorns-11589738073416.html,300.0,Unknown,India,,,,
Zomato,False,Gurugram,Food,520.0,5/15/2020,https://layoffs.fyi/2020/06/18/zomato-layoff-list-continues-trend-of-company-launched-talent-directories/,914.0,Series J,India,0.13,,,
Lendingkart,False,Ahmedabad,Finance,500.0,5/15/2020,https://officechai.com/news/lendingkart-lays-off-500-employees-50-workforce-sources/,200.0,Unknown,India,0.5,,,
Lattice,True,SF Bay Area,HR,16.0,5/15/2020,LinkedIn,49.0,Series C,United States,0.1,,,
Masse,True,New York City,Retail,,5/15/2020,https://shopmasse.com/home/index.html,3.0,Seed,United States,1.0,,,
Cruise,True,SF Bay Area,Transportation,150.0,5/14/2020,https://www.theverge.com/2020/5/14/21259001/cruise-gm-layoff-self-driving-unit-recruiting-product-design,5300.0,Acquired,United States,0.08,,,
Quartz,True,New York City,Media,80.0,5/14/2020,https://www.nytimes.com/2020/05/14/business/media/quartz-to-lay-off-80-employees.html,,Acquired,United States,0.4,,,
Integral Ad Science,True,New York City,Marketing,70.0,5/14/2020,https://www.wsj.com/articles/ad-verification-firm-integral-ad-science-laying-off-nearly-10-of-workforce-11589481652,116.0,Acquired,United States,0.1,,,
Ridecell,True,SF Bay Area,Transportation,35.0,5/14/2020,https://layoffs.fyi/2020/05/19/sf-based-ridecell-laid-off-35-employees-half-of-whom-are-engineers/,73.0,Series B,United States,0.15,,,
Veem,True,SF Bay Area,Finance,30.0,5/14/2020,https://www.economist.com/business/2020/05/16/silicon-valley-in-the-pandemic,69.0,Unknown,United States,,,,
Sift,True,SF Bay Area,Security,,5/14/2020,LinkedIn,106.0,Series D,United States,,,,
TicketSwap,False,Amsterdam,Consumer,,5/14/2020,https://www.iq-mag.net/2020/05/ticketswap-lays-off-30-staff/,8.0,Unknown,Netherlands,0.3,,,
Workfront,True,Salt Lake City,Marketing,,5/14/2020,LinkedIn,375.0,Series C,United States,,,,
Deliv,True,SF Bay Area,Retail,669.0,5/13/2020,https://www.mercurynews.com/2020/05/15/ccalifornia-unemployment-layoff-rock-delivery-startup-ymca-uber-ross-ui-edd-tech-job-economy/,80.0,Series C,United States,1.0,,,
Mercos,False,Joinville,Sales,51.0,5/13/2020,https://www.linkedin.com/pulse/decis%C3%A3o-mais-dif%C3%ADcil-dos-%C3%BAltimos-10-anos-tiago-brandes/,2.0,Unknown,Brazil,0.4,,,
Kickstarter,True,New York City,Finance,25.0,5/13/2020,https://www.theverge.com/2020/5/13/21257585/kickstarter-layoffs-employees-union-negotiations-severance,10.0,Unknown,United States,0.18,,,
Intersect,False,Toronto,Product,19.0,5/13/2020,https://betakit.com/intersect-ceo-departs-company-following-recent-layoffs/,,Acquired,Canada,0.11,,,
Mode Analytics,True,SF Bay Area,Data,17.0,5/13/2020,https://www.linkedin.com/posts/dereksteer_today-we-made-the-difficult-decision-to-part-activity-6666425220007628800-Nneq/,46.0,Series C,United States,,,,
BetterCloud,True,New York City,Security,,5/13/2020,LinkedIn,111.0,Series E,United States,,,,
WeFit,False,Hanoi,Fitness,,5/13/2020,https://beamstart.com/content/127302/Vietnamese_startup_WeFit_files_for_bankruptcy,1.0,Seed,Vietnam,1.0,,,
Zymergen,True,SF Bay Area,Other,,5/13/2020,LinkedIn,574.0,Series C,United States,0.1,ZY,NASDAQ,True
StoneCo,False,Sao Paulo,Finance,1300.0,5/12/2020,https://www.reuters.com/article/us-stoneco-layoff/brazilian-card-processor-stoneco-lays-off-20-of-workforce-1300-employees-idUSKBN22O31N,,Post-IPO,Brazil,0.2,STNE,NASDAQ,False
Zeus Living,True,SF Bay Area,Real Estate,73.0,5/12/2020,https://www.businessinsider.com/zeus-living-cuts-50-of-staff-after-raising-a-downround-2020-5,79.0,Series B,United States,0.5,,,
Mixpanel,True,SF Bay Area,Data,65.0,5/12/2020,https://www.bizjournals.com/sanfrancisco/news/2020/05/12/sf-analytics-company-yc-graduate-cuts-65-obs.html?iana=hpmvp_sfbt_news_headline,77.0,Series B,United States,0.19,,,
Hireology,True,Chicago,Recruiting,36.0,5/12/2020,https://www.americaninno.com/chicago/inno-news-chicago/hireology-lays-off-17-of-its-staff/,52.0,Series D,United States,0.17,,,
Top Hat,False,Toronto,Education,16.0,5/12/2020,https://betakit.com/top-hat-restructures-makes-staff-reductions-as-covid-19-affects-higher-education/,104.0,Series D,Canada,0.03,,,
Datto,True,Norwalk,Infrastructure,,5/12/2020,https://www.channele2e.com/business/talent/data-protection-staff-cuts/,100.0,Acquired,United States,,,,
Petal,True,New York City,Finance,,5/12/2020,https://layoffs.fyi/2020/05/18/credit-card-startup-petal-conducts-layoff/,47.0,Series B,United States,,,,
Revolut,False,London,Finance,60.0,5/11/2020,https://www.fnlondon.com/articles/digital-bank-revolut-just-cut-about-60-workers-as-covid-19-crisis-bites-20200511,837.0,Series D,United Kingdom,0.03,,,
Cadre,True,New York City,Real Estate,28.0,5/11/2020,https://layoffs.fyi/2020/05/19/real-estate-investing-startup-cadre-laid-off-28-employees/,133.0,Series C,United States,0.25,,,
N26,True,New York City,Finance,9.0,5/8/2020,https://financefwd.com/de/n26-usa-kuendigungen/,782.0,Series D,United States,0.01,,,
Jump,True,New York City,Transportation,500.0,5/7/2020,https://www.nytimes.com/2020/05/07/technology/the-results-are-in-for-the-sharing-economy-they-are-ugly.html,11.0,Acquired,United States,1.0,,,
Glassdoor,True,SF Bay Area,Recruiting,300.0,5/7/2020,https://www.businessinsider.com/glassdoor-lays-off-300-30-staff-due-to-covid-19-2020-5,204.0,Acquired,United States,0.3,,,
Numbrs,False,Zurich,Finance,62.0,5/7/2020,https://financefwd.com/de/finanzierungsrunde-geplatzt-numbrs/,78.0,Series B,Switzerland,0.5,,,
Flywire,True,Boston,Finance,60.0,5/7/2020,https://www.americaninno.com/boston/inno-news-boston/fintech-startup-flywire-downsizes-12-percent-of-workforce/,263.0,Series E,United States,0.12,,,
SalesLoft,True,Atlanta,Sales,55.0,5/7/2020,https://www.protocol.com/salesloft-shot-money-from-guns-layoffs-coronavirus,145.0,Series D,United States,,,,
Tally,True,SF Bay Area,Finance,28.0,5/7/2020,https://layoffs.fyi/2020/05/13/credit-card-automation-startup-tally-laid-off-28-employees/,92.0,Series C,United States,0.23,,,
Airy Rooms,False,Jakarta,Travel,,5/7/2020,https://www.thejakartapost.com/news/2020/05/08/hotel-start-up-airy-closes-permanently-due-to-pandemic.html,,Unknown,Indonesia,1.0,,,
Uber,True,SF Bay Area,Transportation,3700.0,5/6/2020,https://layoffs.fyi/2020/05/12/uber-laid-off-3700-employees-with-more-expected/,24700.0,Post-IPO,United States,0.14,UBER,NYSE,False
Validity,True,Boston,Data,130.0,5/6/2020,https://www.americaninno.com/boston/inno-news-boston/customer-data-quality-startup-validity-lays-off-130/,,Private Equity,United States,0.33,,,
Flatiron School,True,New York City,Education,100.0,5/6/2020,https://www.businessinsider.com/weworks-flatiron-school-lays-off-workers-2020-5,15.0,Acquired,United States,,,,
Rubicon Project,True,Los Angeles,Marketing,50.0,5/6/2020,https://www.adexchanger.com/platforms/post-merger-rubicon-project-cuts-8-of-staff/,60.0,Post-IPO,United States,0.08,,,
